YYYY,FIPS_Combined,DrugReports
2013,42127,14
2014,42127,44
2015,42127,29
2016,42127,27
2017,42127,8
2010,42129,241
2011,42129,270
2012,42129,364
2013,42129,552
2014,42129,555
2015,42129,421
2016,42129,428
2017,42129,158
2010,42131,18
2011,42131,17
2012,42131,17
2013,42131,17
2014,42131,58
2015,42131,27
2016,42131,32
2017,42131,20
2010,42133,285
2011,42133,317
2012,42133,491
2013,42133,671
2014,42133,720
2015,42133,849
2016,42133,695
2017,42133,599
2011,51001,1
2012,51001,5
2013,51001,2
2014,51001,38
2015,51001,6
2016,51001,13
2017,51001,7
2010,51003,4
2012,51003,2
2013,51003,2
2014,51003,17
2015,51003,13
2016,51003,36
2017,51003,31
2011,51005,1
2013,51005,5
2014,51005,14
2015,51005,16
2016,51005,12
2017,51005,19
2010,51007,1
2011,51007,2
2013,51007,1
2017,51007,5
2010,51009,7
2013,51009,3
2014,51009,3
2015,51009,3
2016,51009,6
2017,51009,15
2012,51011,5
2013,51011,1
2014,51011,2
2016,51011,6
2017,51011,6
2010,51013,41
2011,51013,44
2012,51013,51
2013,51013,54
2014,51013,73
2015,51013,84
2016,51013,126
2017,51013,79
2011,51015,3
2012,51015,1
2013,51015,4
2014,51015,15
2015,51015,24
2016,51015,15
2017,51015,12
2011,51017,5
2014,51017,2
2010,51019,3
2011,51019,4
2012,51019,7
2013,51019,13
2014,51019,14
2015,51019,22
2016,51019,13
2017,51019,66
2014,51021,1
2015,51021,1
2010,51023,20
2011,51023,12
2012,51023,9
2013,51023,11
2014,51023,24
2015,51023,23
2016,51023,37
2017,51023,26
2010,51025,4
2011,51025,1
2012,51025,5
2013,51025,4
2014,51025,7
2016,51025,7
2013,51027,1
2016,51027,4
2010,51029,1
2011,51029,3
2012,51029,1
2013,51029,2
2014,51029,5
2016,51029,2
2017,51029,6
2012,51031,1
2013,51031,8
2014,51031,18
2015,51031,11
2016,51031,11
2017,51031,11
2010,51033,5
2011,51033,11
2012,51033,11
2013,51033,7
2014,51033,21
2015,51033,16
2016,51033,33
2017,51033,35
2010,51035,2
2012,51035,1
2014,51035,3
2015,51035,1
2016,51035,3
2017,51035,3
2012,51036,3
2011,51037,1
2013,51037,5
2015,51037,8
2016,51037,7
2017,51037,7
2010,51041,69
2011,51041,98
2012,51041,139
2013,51041,225
2014,51041,310
2015,51041,373
2016,51041,477
2017,51041,350
2010,51043,4
2011,51043,1
2012,51043,2
2013,51043,9
2014,51043,15
2015,51043,17
2016,51043,7
2017,51043,4
2010,51045,12
2013,51045,2
2014,51045,1
2017,51045,1
2010,51047,18
2011,51047,12
2012,51047,30
2013,51047,81
2014,51047,94
2015,51047,90
2016,51047,132
2017,51047,91
2010,51049,2
2013,51049,1
2014,51049,3
2016,51049,4
2017,51049,9
2013,51051,1
2017,51051,24
2012,51053,1
2013,51053,1
2014,51053,3
2015,51053,3
2016,51053,4
2017,51053,7
2012,51057,1
2014,51057,1
2015,51057,1
2016,51057,2
2017,51057,1
2010,51059,102
2011,51059,157
2012,51059,246
2013,51059,265
2014,51059,272
2015,51059,340
2016,51059,432
2017,51059,307
2010,51061,33
2011,51061,55
2012,51061,54
2013,51061,106
2014,51061,67
2015,51061,137
2016,51061,110
2017,51061,56
2013,51063,1
2014,51063,1
2016,51063,3
2017,51063,6
2010,51065,1
2014,51065,2
2015,51065,5
2016,51065,18
2017,51065,8
2010,51067,11
2011,51067,10
2012,51067,25
2013,51067,23
2014,51067,27
2015,51067,23
2016,51067,12
2017,51067,25
2010,51069,69
2011,51069,84
2012,51069,65
2013,51069,98
2014,51069,137
2015,51069,146
2016,51069,100
2017,51069,80
2010,51071,1
2012,51071,8
2013,51071,8
2014,51071,1
2015,51071,4
2016,51071,4
2017,51071,4
2010,51073,13
2011,51073,3
2012,51073,7
2013,51073,15
2014,51073,15
2015,51073,23
2016,51073,28
2017,51073,18
2010,51075,2
2013,51075,2
2014,51075,6
2015,51075,4
2016,51075,2
2017,51075,7
2015,51077,2
2016,51077,3
2012,51079,1
2013,51079,4
2014,51079,2
2015,51079,12
2016,51079,21
2017,51079,10
2010,51081,1
2011,51081,1
2012,51081,8
2013,51081,4
2014,51081,4
2015,51081,16
2016,51081,6
2017,51081,7
2015,51083,3
2016,51083,5
2017,51083,40
2010,51085,39
2011,51085,60
2012,51085,65
2013,51085,96
2014,51085,134
2015,51085,83
2016,51085,94
2017,51085,134
2010,51087,129
2011,51087,130
2012,51087,181
2013,51087,274
2014,51087,381
2015,51087,556
2016,51087,592
2017,51087,535
2011,51089,1
2012,51089,8
2013,51089,3
2014,51089,10
2015,51089,8
2016,51089,4
2017,51089,20
2014,51091,1
2010,51093,1
2011,51093,2
2012,51093,17
2013,51093,13
2014,51093,9
2015,51093,33
2016,51093,34
2017,51093,13
2010,51095,10
2011,51095,4
2012,51095,3
2013,51095,4
2014,51095,4
2015,51095,17
2016,51095,13
2017,51095,33
2015,51097,2
2016,51097,2
2017,51097,4
2010,51099,5
2011,51099,6
2012,51099,10
2013,51099,9
2014,51099,4
2015,51099,20
2016,51099,13
2017,51099,34
2010,51101,3
2011,51101,2
2012,51101,2
2013,51101,2
2015,51101,8
2016,51101,11
2017,51101,4
2012,51103,2
2013,51103,6
2017,51103,3
2016,51105,2
2017,51105,2
2010,51107,39
2011,51107,73
2012,51107,65
2013,51107,53
2014,51107,64
2015,51107,147
2016,51107,105
2017,51107,68
2010,51109,5
2011,51109,6
2012,51109,15
2013,51109,7
2014,51109,23
2015,51109,29
2016,51109,19
2017,51109,20
2010,51111,2
2016,51111,1
2011,51113,1
2013,51113,2
2014,51113,4
2015,51113,12
2016,51113,19
2017,51113,5
2013,51115,11
2014,51115,18
2015,51115,24
2016,51115,2
2017,51115,1
2010,51117,1
2011,51117,1
2012,51117,1
2013,51117,3
2014,51117,3
2015,51117,12
2016,51117,33
2017,51117,34
2015,51119,2
2016,51119,9
2017,51119,8
2010,51121,12
2011,51121,3
2012,51121,18
2013,51121,36
2014,51121,21
2015,51121,10
2016,51121,22
2017,51121,33
2014,51125,2
2015,51125,2
2016,51125,4
2017,51125,44
2010,51127,3
2011,51127,7
2012,51127,7
2013,51127,6
2014,51127,17
2015,51127,11
2016,51127,8
2017,51127,22
2013,51131,1
2014,51131,5
2015,51131,2
2017,51131,1
2014,51133,2
2016,51133,13
2012,51135,5
2013,51135,3
2015,51135,3
2016,51135,2
2017,51135,6
2010,51137,1
2012,51137,3
2013,51137,18
2014,51137,20
2015,51137,48
2016,51137,39
2017,51137,40
2013,51139,6
2014,51139,9
2015,51139,2
2016,51139,2
2017,51139,4
2015,51141,4
2016,51141,3
2017,51141,7
2010,51143,1
2011,51143,1
2012,51143,4
2013,51143,1
2014,51143,2
2016,51143,1
2017,51143,4
2010,51145,2
2011,51145,1
2012,51145,1
2013,51145,5
2014,51145,22
2015,51145,15
2016,51145,22
2017,51145,26
2011,51147,5
2012,51147,5
2014,51147,4
2015,51147,4
2016,51147,16
2017,51147,7
2010,51149,4
2011,51149,1
2012,51149,6
2013,51149,14
2014,51149,15
2015,51149,8
2016,51149,9
2017,51149,16
2010,51153,66
2011,51153,76
2012,51153,183
2013,51153,271
2014,51153,255
2015,51153,306
2016,51153,252
2017,51153,270
2011,51155,3
2013,51155,7
2014,51155,1
2015,51155,24
2016,51155,1
2017,51155,8
2010,51157,1
2011,51157,1
2012,51157,3
2013,51157,1
2014,51157,3
2016,51157,2
2017,51157,5
2010,51163,1
2012,51163,2
2013,51163,9
2014,51163,6
2015,51163,15
2016,51163,7
2017,51163,10
2010,51165,27
2011,51165,25
2012,51165,18
2013,51165,38
2014,51165,18
2015,51165,23
2016,51165,26
2017,51165,37
2011,51167,3
2013,51167,1
2014,51167,4
2016,51167,1
2017,51167,1
2014,51169,4
2016,51169,1
2010,51171,16
2011,51171,29
2012,51171,20
2013,51171,59
2014,51171,60
2015,51171,47
2016,51171,62
2017,51171,47
2010,51173,4
2011,51173,1
2016,51173,1
2017,51173,8
2010,51175,4
2011,51175,7
2012,51175,12
2013,51175,14
2014,51175,10
2015,51175,27
2016,51175,4
2017,51175,9
2010,51177,38
2011,51177,28
2012,51177,100
2013,51177,122
2014,51177,106
2015,51177,151
2016,51177,236
2017,51177,211
2010,51179,22
2011,51179,25
2012,51179,65
2013,51179,86
2014,51179,102
2015,51179,133
2016,51179,196
2017,51179,182
2010,51181,1
2011,51181,1
2010,51183,2
2011,51183,4
2012,51183,1
2013,51183,4
2014,51183,1
2015,51183,6
2016,51183,3
2017,51183,2
2012,51185,5
2013,51185,5
2014,51185,7
2015,51185,9
2016,51185,28
2017,51185,27
2010,51187,21
2011,51187,25
2012,51187,41
2013,51187,167
2014,51187,177
2015,51187,154
2016,51187,143
2017,51187,73
2011,51191,2
2014,51191,3
2016,51191,1
2017,51191,1
2010,51193,2
2011,51193,1
2012,51193,1
2013,51193,4
2014,51193,19
2015,51193,24
2016,51193,23
2017,51193,23
2013,51195,4
2014,51195,2
2015,51195,4
2017,51195,1
2010,51197,1
2011,51197,6
2012,51197,2
2013,51197,3
2014,51197,14
2015,51197,7
2016,51197,10
2017,51197,8
2010,51199,8
2011,51199,16
2012,51199,15
2013,51199,18
2014,51199,4
2015,51199,28
2016,51199,26
2017,51199,48
2010,51510,5
2011,51510,7
2012,51510,8
2013,51510,16
2015,51510,3
2016,51510,15
2017,51510,5
2017,51515,1
2013,51530,5
2014,51530,2
2016,51530,5
2010,51540,3
2012,51540,2
2013,51540,20
2014,51540,1
2016,51540,2
2017,51540,10
2010,51550,119
2011,51550,6
2013,51550,164
2014,51550,10
2016,51550,33
2017,51550,40
2010,51570,13
2013,51570,17
2014,51570,1
2017,51570,5
2010,51590,3
2013,51590,1
2016,51590,1
2017,51590,4
2010,51595,3
2013,51595,2
2010,51600,20
2013,51600,11
2014,51600,2
2015,51600,2
2016,51600,12
2017,51600,8
2010,51610,3
2017,51610,1
2010,51620,3
2013,51620,17
2014,51620,3
2015,51620,2
2016,51620,4
2010,51630,8
2012,51630,1
2013,51630,37
2014,51630,12
2016,51630,9
2017,51630,6
2013,51640,1
2010,51650,41
2011,51650,20
2012,51650,13
2013,51650,93
2014,51650,15
2015,51650,10
2016,51650,18
2017,51650,18
2010,51660,4
2011,51660,4
2012,51660,20
2013,51660,2
2014,51660,2
2016,51660,2
2010,51670,6
2011,51670,2
2013,51670,2
2014,51670,2
2016,51670,8
2017,51670,1
2010,51680,19
2013,51680,37
2014,51680,2
2016,51680,6
2017,51680,2
2010,51683,28
2013,51683,13
2015,51683,2
2016,51683,3
2016,51690,1
2017,51690,1
2010,51700,126
2011,51700,16
2012,51700,9
2013,51700,93
2014,51700,14
2015,51700,10
2016,51700,28
2017,51700,16
2010,51710,134
2011,51710,8
2012,51710,3
2013,51710,178
2014,51710,8
2015,51710,12
2016,51710,43
2017,51710,53
2010,51730,13
2013,51730,43
2014,51730,6
2016,51730,5
2017,51730,2
2010,51735,4
2013,51735,3
2010,51740,214
2011,51740,3
2012,51740,4
2013,51740,175
2014,51740,58
2015,51740,5
2016,51740,29
2017,51740,21
2010,51750,1
2013,51750,1
2010,51760,333
2013,51760,519
2014,51760,82
2015,51760,2
2016,51760,88
2017,51760,57
2010,51770,130
2011,51770,57
2012,51770,64
2013,51770,294
2014,51770,88
2015,51770,79
2016,51770,89
2017,51770,100
2010,51775,12
2013,51775,22
2015,51775,1
2016,51775,2
2017,51775,7
2013,51790,1
2016,51790,2
2017,51790,1
2010,51800,30
2011,51800,4
2012,51800,2
2013,51800,69
2014,51800,6
2016,51800,13
2017,51800,5
2010,51810,84
2012,51810,1
2013,51810,126
2014,51810,18
2015,51810,3
2016,51810,20
2017,51810,14
2012,51820,2
2013,51820,3
2017,51820,1
2010,51830,1
2013,51830,5
2010,51840,41
2012,51840,5
2013,51840,71
2014,51840,12
2015,51840,5
2016,51840,5
2017,51840,8
2010,54003,146
2011,54003,210
2012,54003,206
2013,54003,121
2014,54003,76
2015,54003,102
2016,54003,141
2017,54003,73
2014,54005,1
2015,54005,5
2016,54005,1
2017,54005,4
2013,54007,12
2014,54007,2
2016,54007,10
2011,54009,5
2012,54009,1
2013,54009,18
2015,54009,2
2010,54011,23
2011,54011,129
2012,54011,97
2013,54011,175
2014,54011,159
2015,54011,52
2016,54011,135
2017,54011,52
2012,54017,11
2015,54017,3
2017,54017,5
2011,54019,6
2013,54019,16
2016,54019,1
2017,54019,1
2011,54021,4
2015,54021,17
2016,54021,12
2010,54023,2
2013,54023,1
2014,54023,7
2015,54023,18
2012,54025,3
2013,54025,56
2014,54025,36
2015,54025,30
2016,54025,6
2017,54025,17
2011,54027,6
2012,54027,8
2013,54027,24
2014,54027,8
2015,54027,32
2016,54027,6
2017,54027,4
2010,54029,79
2011,54029,1
2012,54029,13
2013,54029,71
2014,54029,36
2015,54029,7
2016,54029,29
2017,54029,27
2010,54031,3
2011,54031,5
2012,54031,9
2013,54031,26
2014,54031,28
2015,54031,41
2016,54031,5
2010,54033,35
2011,54033,15
2012,54033,150
2013,54033,305
2014,54033,130
2015,54033,138
2016,54033,265
2017,54033,44
2011,54035,29
2012,54035,9
2013,54035,10
2014,54035,12
2015,54035,32
2016,54035,4
2017,54035,6
2010,54037,12
2011,54037,3
2012,54037,17
2013,54037,6
2014,54037,22
2015,54037,9
2016,54037,24
2017,54037,12
2010,54039,72
2011,54039,247
2012,54039,133
2013,54039,166
2014,54039,280
2015,54039,152
2016,54039,168
2017,54039,202
2011,54041,4
2012,54041,1
2013,54041,122
2014,54041,19
2015,54041,8
2012,54045,14
2013,54045,17
2014,54045,22
2015,54045,22
2016,54045,25
2017,54045,24
2013,54047,9
2016,54047,1
2010,54049,100
2011,54049,64
2012,54049,223
2013,54049,127
2014,54049,48
2015,54049,64
2016,54049,32
2017,54049,3
2010,54051,7
2011,54051,11
2012,54051,9
2013,54051,66
2014,54051,68
2015,54051,4
2016,54051,1
2017,54051,1
2010,54053,21
2011,54053,1
2012,54053,1
2013,54053,4
2014,54053,1
2015,54053,36
2016,54053,3
2011,54055,9
2012,54055,24
2013,54055,10
2014,54055,34
2015,54055,38
2016,54055,17
2017,54055,2
2010,54057,29
2011,54057,13
2012,54057,9
2013,54057,2
2014,54057,3
2015,54057,6
2016,54057,13
2017,54057,15
2012,54059,4
2013,54059,3
2014,54059,3
2015,54059,1
2010,54061,219
2011,54061,7
2012,54061,36
2013,54061,16
2014,54061,31
2010,54065,3
2011,54065,24
2012,54065,31
2013,54065,9
2014,54065,35
2015,54065,14
2016,54065,17
2017,54065,18
2010,54067,1
2011,54067,4
2012,54067,4
2013,54067,60
2014,54067,34
2015,54067,44
2016,54067,38
2017,54067,57
2010,54069,27
2011,54069,65
2012,54069,39
2013,54069,53
2014,54069,35
2015,54069,24
2016,54069,7
2017,54069,13
2011,54073,1
2012,54073,1
2012,54075,7
2010,54077,5
2011,54077,3
2013,54077,6
2011,54079,8
2012,54079,3
2013,54079,20
2014,54079,34
2015,54079,1
2016,54079,2
2010,54081,14
2011,54081,20
2012,54081,69
2013,54081,156
2014,54081,217
2015,54081,74
2016,54081,43
2017,54081,10
2010,54083,1
2012,54083,4
2016,54083,18
2017,54083,4
2012,54087,5
2014,54087,1
2010,54089,12
2011,54089,9
2013,54089,9
2011,54091,1
2010,54093,1
2010,54095,25
2011,54095,11
2014,54095,12
2010,54097,1
2011,54097,11
2012,54097,2
2013,54097,17
2014,54097,8
2012,54099,1
2013,54099,17
2014,54099,7
2015,54099,16
2016,54099,6
2017,54099,10
2010,54103,4
2011,54103,19
2012,54103,4
2014,54103,17
2015,54103,18
2016,54103,1
2017,54103,3
2010,54107,60
2011,54107,4
2012,54107,27
2013,54107,127
2014,54107,90
2015,54107,125
2016,54107,137
2017,54107,144
